lat,long
37.762823,-122.421619
37.762872,-122.421628
37.762925,-122.421634
37.762969,-122.421638
37.763007,-122.421639
37.763037,-122.421644
37.763066,-122.421651
37.763094,-122.421652
37.763115,-122.421656
37.763135,-122.421663
37.763159,-122.421669
37.763186,-122.421672
37.763209,-122.421672
37.763254,-122.421683
37.763288,-122.421689
37.763328,-122.421697
37.763373,-122.421706
37.763416,-122.421708
37.763459,-122.421704
37.763505,-122.421707
37.763554,-122.421712
37.763606,-122.421718
37.763658,-122.421723
37.76371,-122.42173
37.76376,-122.421737
37.763806,-122.421746
37.763852,-122.421749
37.763903,-122.421748
37.763964,-122.421743
37.764022,-122.421742
37.764086,-122.421743
37.764141,-122.421747
37.764195,-122.421756
37.764254,-122.421758
37.764309,-122.421757
37.764361,-122.421759
37.764459,-122.421771
37.764499,-122.421775
37.764538,-122.421779
37.764618,-122.421787
37.764659,-122.421785
37.764704,-122.421784
37.76473,-122.421787
37.764756,-122.42179
37.764821,-122.421799
37.764936,-122.421805
37.764965,-122.421809
37.764994,-122.421814
37.765055,-122.421816
37.76512,-122.421812
37.765185,-122.421805
37.765248,-122.421806
37.765311,-122.421816
37.765374,-122.421823
37.765438,-122.421839
37.765502,-122.421857
37.765564,-122.421873
37.76562,-122.421889
37.765679,-122.421905
37.765739,-122.421906
37.765799,-122.421907
37.765862,-122.421909
37.765925,-122.421909
37.765984,-122.421912
37.766048,-122.421914
37.76611,-122.421918
37.766168,-122.421928
37.766211,-122.421939
37.766264,-122.421944
37.766313,-122.42195
37.766359,-122.421965
37.76641,-122.421974
37.766468,-122.421977
37.766527,-122.42198
37.766582,-122.421983
37.766631,-122.421985
37.76666,-122.421998
37.76669,-122.422014
37.766727,-122.422024
37.76683,-122.422038
37.766864,-122.422048
37.766899,-122.422059
37.76696,-122.422059
37.767016,-122.422058
37.767074,-122.422062
37.767204,-122.422077
37.767252,-122.422084
37.767301,-122.422092
37.767359,-122.422098
37.767411,-122.422104
37.767464,-122.422111
37.767501,-122.422123
37.767552,-122.422141
37.767593,-122.42214
37.767629,-122.422142
37.767687,-122.422139
37.76778,-122.42216
37.767835,-122.42216
37.767899,-122.422165
37.767927,-122.422165
37.767919,-122.422165
37.767941,-122.422159
37.767952,-122.422155
37.767975,-122.422157
37.768004,-122.42216
37.768028,-122.42216
37.768049,-122.42216
37.768065,-122.422157
37.768071,-122.422153
37.768089,-122.422153
37.768111,-122.422155
37.76813,-122.422153
37.768159,-122.422149
37.768167,-122.422146
37.768178,-122.422141
37.768193,-122.422139
37.768193,-122.422139
37.768205,-122.422136
37.768211,-122.422136
37.768216,-122.422133
37.768218,-122.422134
37.76822,-122.422134
37.768221,-122.422135
37.768222,-122.422135
37.768225,-122.422136
37.768227,-122.422137
37.768227,-122.422137
37.768229,-122.422135
37.768228,-122.42214
37.768227,-122.422143
37.768227,-122.422143
37.768226,-122.422147
37.768235,-122.422149
37.768251,-122.422147
37.768269,-122.42214
37.768283,-122.422129
37.768298,-122.422126
37.768324,-122.422131
37.768355,-122.422137
37.768382,-122.422151
37.768421,-122.422151
37.76847,-122.422145
37.76852,-122.422139
37.768573,-122.42213
37.768625,-122.422126
37.768676,-122.422129
37.768724,-122.42213
37.768767,-122.422134
37.768805,-122.422138
37.768847,-122.422145
37.768889,-122.422149
37.768933,-122.422154
37.768969,-122.422165
37.769005,-122.422178
37.769039,-122.422188
37.76908,-122.422191
37.769132,-122.422192
37.76919,-122.422204
37.769242,-122.422207
37.7693,-122.422208
37.769356,-122.4222
37.769404,-122.4222
37.769455,-122.422203
37.769493,-122.422207
37.769523,-122.422216
37.769558,-122.422217
37.769585,-122.422224
37.769591,-122.422243
37.769604,-122.422253
37.769631,-122.422256
37.769658,-122.422259
37.769708,-122.422262
37.769762,-122.422271
37.769807,-122.422271
37.769846,-122.422274
37.769882,-122.422277
37.769897,-122.422282
37.769917,-122.422291
37.769952,-122.422293
37.770005,-122.422304
37.770062,-122.422313
37.770111,-122.422321
37.770161,-122.42233
37.770218,-122.422338
37.77028,-122.422349
37.770339,-122.422356
37.770387,-122.422362
37.770439,-122.422364
37.770484,-122.422369
37.770519,-122.422381
37.770544,-122.422394
37.770564,-122.4224
37.77059,-122.422423
37.770679,-122.422402
37.770723,-122.422404
37.770789,-122.422398
37.770851,-122.422394
37.770909,-122.422395
37.770974,-122.422398
37.771031,-122.42241
37.771084,-122.422421
37.771137,-122.422441
37.771184,-122.422461
37.771231,-122.422472
37.771274,-122.422488
37.771319,-122.42251
37.771367,-122.422537
37.771427,-122.422554
37.771526,-122.422579
37.771545,-122.422586
37.771565,-122.422593
37.771596,-122.422612
37.77162,-122.422629
37.771648,-122.422664
37.771649,-122.4227
37.771659,-122.422739
37.771659,-122.422739
37.771659,-122.422783
37.771655,-122.422815
37.771659,-122.422851
37.771661,-122.422882
37.771675,-122.422955
37.771659,-122.423026
37.771661,-122.423042
37.771672,-122.423046
37.771672,-122.423046
37.771686,-122.423051
37.7717,-122.423059
37.77172,-122.423063
37.771755,-122.423049
37.77177,-122.423056
37.77179,-122.423059
37.771802,-122.423082
37.771818,-122.423136
37.771847,-122.423168
37.771874,-122.423199
37.771906,-122.423233
37.771938,-122.423263
37.771964,-122.423286
37.771983,-122.423305
37.772006,-122.423335
37.772037,-122.423366
37.77207,-122.423396
37.772108,-122.423418
37.772147,-122.423435
37.77219,-122.423444
37.772227,-122.423452
37.772266,-122.423453
37.7723,-122.423455
37.772344,-122.423443
37.77238,-122.423428
37.772412,-122.423417
37.772455,-122.42341
37.772498,-122.423402
37.772521,-122.4234
37.772554,-122.423389
37.772588,-122.423381
37.772625,-122.423376
37.772663,-122.423383
37.772691,-122.423402
37.772726,-122.423428
37.772771,-122.423456
37.77284,-122.4235
37.772899,-122.423526
37.772962,-122.423554
37.773022,-122.423576
37.77308,-122.423599
37.773127,-122.423616
37.773185,-122.423638
37.773239,-122.42366
37.773302,-122.423682
37.773361,-122.423705
37.773423,-122.423719
37.773492,-122.423718
37.773568,-122.423712
37.77364,-122.423707
37.773705,-122.423716
37.773776,-122.423738
37.773857,-122.423759
37.773938,-122.423783
37.774019,-122.423802
37.774101,-122.423821
37.77418,-122.42384
37.774254,-122.423859
37.774328,-122.423874
37.7744,-122.423889
37.774469,-122.423907
37.774535,-122.423922
37.774595,-122.423932
37.774644,-122.423944
37.774683,-122.423955
37.774721,-122.423959
37.774751,-122.423959
37.774777,-122.423963
37.774797,-122.423966
37.774808,-122.423967
37.77481,-122.423967
37.774812,-122.423964
37.774809,-122.423961
37.774796,-122.423971
37.774804,-122.423979
37.774806,-122.423988
37.774809,-122.423987
37.774815,-122.423987
37.774818,-122.423985
37.774821,-122.423984
37.774829,-122.423982
37.774832,-122.423976
37.774836,-122.423972
37.774844,-122.423966
37.774851,-122.42396
37.774854,-122.423956
37.774855,-122.423955
37.774863,-122.423953
37.77487,-122.423953
37.774875,-122.423952
37.774878,-122.423953
37.77488,-122.423953
37.774882,-122.423956
37.774888,-122.423957
37.77489,-122.423957
37.77489,-122.423958
37.77489,-122.423958
37.774891,-122.423958
37.774892,-122.423958
37.774891,-122.423958
37.77489,-122.42396
37.774889,-122.423961
37.774887,-122.423961
37.774886,-122.42396
37.774882,-122.42396
37.774882,-122.42396
37.774882,-122.42396
37.774884,-122.423959
37.774884,-122.423959
37.774884,-122.42396
37.774886,-122.423961
37.774898,-122.423961
37.774914,-122.423962
37.774935,-122.42396
37.774959,-122.423962
37.774988,-122.423975
37.775022,-122.423992
37.775057,-122.424007
37.775091,-122.424021
37.775124,-122.424037
37.775165,-122.424046
37.775209,-122.424059
37.775252,-122.424073
37.7753,-122.424085
37.775348,-122.424095
37.775394,-122.424107
37.775441,-122.424121
37.775492,-122.424131
37.77554,-122.424143
37.77559,-122.424151
37.775643,-122.424155
37.775695,-122.424163
37.775746,-122.424171
37.775795,-122.424182
37.775844,-122.424195
37.775894,-122.424207
37.775945,-122.424219
37.775995,-122.424229
37.776045,-122.424239
37.776098,-122.42425
37.776151,-122.424267
37.776201,-122.424281
37.77625,-122.424291
37.776298,-122.424301
37.776343,-122.424306
37.776387,-122.424306
37.776435,-122.424307
37.776482,-122.424309
37.776526,-122.424316
37.776566,-122.424328
37.776605,-122.424335
37.776641,-122.424336
37.77667,-122.424339
37.776697,-122.424347
37.776721,-122.424364
37.776738,-122.424389
37.776747,-122.424424
37.776748,-122.424465
37.776748,-122.424505
37.776755,-122.424548
37.776776,-122.424585
37.776803,-122.424609
37.776842,-122.424623
37.776881,-122.424629
37.776928,-122.424635
37.776983,-122.424643
37.777042,-122.424647
37.777106,-122.424661
37.777231,-122.424686
37.777257,-122.424693
37.777283,-122.4247
37.777332,-122.424718
37.777381,-122.424739
37.777432,-122.424755
37.777487,-122.424767
37.777539,-122.424779
37.777596,-122.424786
37.777653,-122.424796
37.77771,-122.4248
37.777767,-122.424805
37.777819,-122.424815
37.777874,-122.42483
37.777934,-122.424843
37.777989,-122.424854
37.77805,-122.424866
37.778107,-122.424877
37.778169,-122.424886
37.77823,-122.424902
37.778288,-122.424919
37.778342,-122.424936
37.778394,-122.424951
37.77844,-122.424969
37.778481,-122.424999
37.77851,-122.425037
37.778529,-122.425091
37.778539,-122.425156
37.778538,-122.425225
37.77853,-122.425297
37.778522,-122.425364
37.778512,-122.425431
37.778488,-122.425572
37.778479,-122.425643
37.778471,-122.425712
37.778459,-122.425785
37.778458,-122.425855
37.778446,-122.425921
37.778435,-122.425993
37.778426,-122.426072
37.778421,-122.426143
37.778412,-122.426212
37.778406,-122.426286
37.778402,-122.426356
37.778396,-122.426428
37.778389,-122.426497
37.778389,-122.42653
37.77839,-122.426563
37.778389,-122.426666
37.778388,-122.426702
37.778383,-122.426772
37.778375,-122.426845
37.778363,-122.426924
37.778352,-122.426995
37.778345,-122.427064
37.778335,-122.427135
37.778325,-122.427209
37.77832,-122.42728
37.778313,-122.427359
37.77829,-122.427511
37.778283,-122.42755
37.778277,-122.427589
37.778261,-122.427665
37.778244,-122.427737
37.778224,-122.427842
37.778219,-122.427875
37.778206,-122.427954
37.778193,-122.428033
37.778183,-122.428111
37.778171,-122.428225
37.778166,-122.428262
37.778153,-122.428373
37.778147,-122.42841
37.778135,-122.428484
37.778121,-122.428558
37.778113,-122.42863
37.778105,-122.428703
37.778087,-122.428808
37.77808,-122.428843
37.77806,-122.428946
37.778052,-122.42898
37.778041,-122.429043
37.778033,-122.429105
37.778027,-122.429168
37.778017,-122.42923
37.778008,-122.429295
37.778002,-122.429359
37.777993,-122.429455
37.77799,-122.429487
37.777986,-122.429554
37.777981,-122.429619
37.777981,-122.429687
37.777982,-122.429751
37.77798,-122.429816
37.777976,-122.429881
37.777968,-122.429946
37.777957,-122.430015
37.777945,-122.430082
37.777935,-122.430152
37.777923,-122.430217
37.777911,-122.430307
37.777907,-122.430337
37.777897,-122.430399
37.77789,-122.430462
37.777883,-122.430523
37.777875,-122.430583
37.777867,-122.430639
37.77786,-122.430694
37.777855,-122.430747
37.77785,-122.430806
37.777842,-122.43089
37.777839,-122.430917
37.777831,-122.430973
37.777823,-122.43103
37.777816,-122.431084
37.777808,-122.431139
37.777799,-122.431192
37.777787,-122.431248
37.777778,-122.431299
37.777773,-122.431349
37.777767,-122.431393
37.777765,-122.431428
37.777764,-122.431459
37.777766,-122.431486
37.77777,-122.431512
37.777775,-122.431542
37.777775,-122.431604
37.777776,-122.431627
37.77777,-122.431678
37.777759,-122.43176
37.777755,-122.431788
37.777751,-122.431842
37.77774,-122.431926
37.777732,-122.431956
37.777722,-122.431985
37.777716,-122.432015
37.777713,-122.432044
37.777708,-122.432075
37.777705,-122.432112
37.777701,-122.43215
37.777694,-122.432196
37.777685,-122.432236
37.77767,-122.432275
37.777663,-122.432318
37.777658,-122.432358
37.777654,-122.432399
37.777646,-122.432446
37.777645,-122.432488
37.777638,-122.432531
37.777629,-122.432574
37.777624,-122.43261
37.777615,-122.432648
37.777608,-122.43268
37.777608,-122.43268
37.777603,-122.432709
37.777596,-122.432743
37.777591,-122.432763
37.77759,-122.43279
37.777584,-122.432808
37.777583,-122.432849
37.777585,-122.432894
37.777594,-122.43295
37.777601,-122.433005
37.77761,-122.433037
37.77761,-122.433064
37.777607,-122.43308
37.777606,-122.433095
37.777604,-122.433109
37.777591,-122.433146
37.777591,-122.433146
37.777588,-122.433166
37.777589,-122.433185
37.777597,-122.433198
37.777603,-122.433211
37.777631,-122.433205
37.77767,-122.433191
37.777759,-122.433203
37.777806,-122.433227
37.777806,-122.433227
37.777899,-122.433258
37.77794,-122.433268
37.777986,-122.433275
37.778031,-122.433285
37.778045,-122.433295
37.778093,-122.433296
37.778128,-122.433302
37.778172,-122.433301
37.778211,-122.433314
37.778242,-122.433319
37.778268,-122.433312
37.778289,-122.433309
37.7783,-122.433302
37.778306,-122.433298
37.778308,-122.433301
37.778308,-122.433301
37.778311,-122.433314
37.778316,-122.433318
37.778325,-122.433327
37.778325,-122.433327
37.778339,-122.433336
37.778347,-122.433341
37.778366,-122.43335
37.778366,-122.43335
37.778382,-122.43336
37.77839,-122.433363
37.778392,-122.433364
37.778394,-122.433367
37.778395,-122.433367
37.778399,-122.433366
37.778403,-122.433363
37.778409,-122.43336
37.778425,-122.433365
37.778448,-122.433372
37.778478,-122.433372
37.778507,-122.433376
37.77853,-122.433383
37.778548,-122.433392
37.778568,-122.433402
37.778595,-122.433404
37.778625,-122.433408
37.778658,-122.433412
37.778658,-122.433412
37.77874,-122.433442
37.778801,-122.433466
37.77886,-122.43349
37.778915,-122.43351
37.778915,-122.43351
37.779036,-122.433539
37.779109,-122.433559
37.779164,-122.433582
37.779229,-122.433594
37.779306,-122.433603
37.779385,-122.433615
37.779457,-122.433633
37.779532,-122.433653
37.779603,-122.433662
37.779665,-122.43367
37.779716,-122.433673
37.779768,-122.433674
37.779803,-122.433679
37.779829,-122.433687
37.779852,-122.433692
37.779871,-122.433698
37.779883,-122.433696
37.779888,-122.433699
37.779887,-122.433699
37.779887,-122.433699
37.779886,-122.433699
37.779886,-122.433699
37.779882,-122.433702
37.779878,-122.433705
37.779877,-122.433706
37.779874,-122.433706
37.779873,-122.433706
37.779877,-122.433702
37.779882,-122.433702
37.779898,-122.4337
37.779917,-122.433703
37.779944,-122.433704
37.779972,-122.433708
37.779999,-122.433718
37.780028,-122.433725
37.780056,-122.433738
37.780056,-122.433738
37.780083,-122.43375
37.780125,-122.43376
37.780188,-122.43377
37.780262,-122.433777
37.780331,-122.43379
37.780401,-122.4338
37.780474,-122.433809
37.780538,-122.433822
37.7806,-122.43383
37.780659,-122.43384
37.780717,-122.433847
37.780769,-122.433856
37.780814,-122.433867
37.780858,-122.433877
37.780895,-122.433888
37.780931,-122.433891
37.780955,-122.433894
37.780975,-122.433891
37.780987,-122.43389
37.780993,-122.433894
37.781001,-122.433898
37.781013,-122.433901
37.781027,-122.433901
37.781031,-122.43391
37.781038,-122.433917
37.781045,-122.433924
37.781056,-122.43393
37.781075,-122.433932
37.781108,-122.433939
37.781147,-122.433945
37.78118,-122.43396
37.78123,-122.433969
37.781286,-122.433976
37.781346,-122.433978
37.781408,-122.433978
37.78147,-122.433977
37.781525,-122.43398
37.781573,-122.433994
37.781609,-122.434003
37.781638,-122.434008
37.78166,-122.434015
37.781699,-122.43403
37.781722,-122.434041
37.78175,-122.434048
37.781784,-122.434055
37.781811,-122.434065
37.781834,-122.434074
37.781834,-122.434074
37.781854,-122.434081
37.781876,-122.434083
37.7819,-122.434082
37.781923,-122.434083
37.781947,-122.434093
37.781978,-122.434104
37.782008,-122.434104
37.782041,-122.434102
37.782072,-122.434115
37.782111,-122.434133
37.782152,-122.434153
37.782192,-122.434164
37.782231,-122.434169
37.782268,-122.434174
37.782306,-122.434178
37.782351,-122.43418
37.782397,-122.434171
37.782432,-122.434171
37.782455,-122.434175
37.782473,-122.43418
37.782493,-122.434185
37.782513,-122.434196
37.782537,-122.434203
37.782554,-122.434207
37.782574,-122.434203
37.782598,-122.434197
37.782612,-122.434198
37.78263,-122.434201
37.782644,-122.434205
37.782664,-122.434204
37.782678,-122.434211
37.782692,-122.43422
37.782707,-122.434224
37.782723,-122.43423
37.782739,-122.434229
37.782757,-122.434227
37.78277,-122.43423
37.782782,-122.434234
37.782795,-122.434237
37.782807,-122.434246
37.782817,-122.434254
37.782832,-122.434258
37.782847,-122.434262
37.782862,-122.434266
37.782878,-122.434267
37.782898,-122.43427
37.782919,-122.434275
37.782951,-122.434274
37.782989,-122.434288
37.783031,-122.434296
37.78307,-122.434308
37.783111,-122.434312
37.783158,-122.434317
37.783211,-122.434323
37.783266,-122.43433
37.783319,-122.434337
37.783378,-122.434352
37.783448,-122.434358
37.78352,-122.434368
37.783592,-122.434385
37.78367,-122.434413
37.78375,-122.434437
37.783834,-122.434462
37.78392,-122.434485
37.784003,-122.434505
37.784176,-122.43454
37.784218,-122.434551
37.78426,-122.434561
37.784342,-122.43458
37.784421,-122.434597
37.784494,-122.434613
37.784564,-122.434626
37.784623,-122.434639
37.784672,-122.434652
37.784712,-122.434661
37.784742,-122.434668
37.784761,-122.434673
37.784774,-122.434668
37.784774,-122.434668
37.784778,-122.434649
37.784777,-122.434643
37.784777,-122.434643
37.78478,-122.434644
37.784782,-122.434648
37.784783,-122.434647
37.784783,-122.434647
37.784784,-122.434647
37.784792,-122.434647
37.784807,-122.434649
37.784831,-122.434652
37.784863,-122.434652
37.784902,-122.434653
37.784944,-122.434653
37.78499,-122.434658
37.785042,-122.434666
37.785097,-122.434677
37.785174,-122.434699
37.7852,-122.434707
37.785257,-122.434715
37.785311,-122.434718
37.785359,-122.434721
37.785412,-122.434726
37.785474,-122.43473
37.785535,-122.434739
37.785591,-122.434746
37.785695,-122.434761
37.785739,-122.434771
37.785739,-122.434771
37.785769,-122.434782
37.785826,-122.434812
37.785863,-122.434829
37.785899,-122.434846
37.785917,-122.434856
37.785935,-122.434865
37.785968,-122.43489
37.786013,-122.434907
37.78606,-122.43492
37.786156,-122.434936
37.786182,-122.434946
37.786207,-122.434956
37.786262,-122.434962
37.786316,-122.434974
37.786369,-122.434985
37.786423,-122.434993
37.786477,-122.434996
37.786531,-122.435005
37.786581,-122.435011
37.786626,-122.435017
37.786695,-122.435031
37.786715,-122.435027
37.786715,-122.435027
37.786727,-122.435023
37.786727,-122.435028
37.786727,-122.435028
37.786728,-122.435029
37.786732,-122.43503
37.786737,-122.43503
37.786742,-122.435032
37.786741,-122.435036
37.786742,-122.435031
37.786745,-122.435029
37.786747,-122.435028
37.786752,-122.435033
37.786761,-122.435031
37.786772,-122.435031
37.786778,-122.435024
37.786781,-122.435043
37.786781,-122.435043
37.786783,-122.435063
37.786785,-122.435072
37.786785,-122.435073
37.786785,-122.435073
37.786785,-122.435072
37.786785,-122.435071
37.786785,-122.435072
37.786785,-122.435076
37.786789,-122.435073
37.786789,-122.435073
37.786795,-122.435074
37.786809,-122.43508
37.78683,-122.435081
37.786853,-122.435082
37.78688,-122.435085
37.786908,-122.435096
37.786936,-122.435109
37.786971,-122.435116
37.787012,-122.435115
37.787059,-122.435115
37.787105,-122.435116
37.787154,-122.435123
37.7872,-122.435134
37.787246,-122.435144
37.787293,-122.435157
37.787337,-122.435169
37.787381,-122.435173
37.787417,-122.435184
37.787451,-122.435192
37.787478,-122.435196
37.787507,-122.435198
37.787537,-122.435203
37.787595,-122.435196
37.787624,-122.435194
37.787644,-122.435197
37.787644,-122.435197
37.787663,-122.435199
37.787677,-122.435207
37.787694,-122.435215
37.787712,-122.435243
37.787776,-122.435249
37.787794,-122.435249
37.787813,-122.43525
37.787891,-122.435258
37.787931,-122.435265
37.787972,-122.435277
37.788016,-122.435288
37.788058,-122.435291
37.7881,-122.435294
37.788143,-122.435296
37.788185,-122.435306
37.788226,-122.435312
37.788265,-122.435322
37.788306,-122.435326
37.788327,-122.435331
37.788349,-122.435337
37.788391,-122.435351
37.788433,-122.435366
37.788476,-122.435384
37.788521,-122.435399
37.788566,-122.435407
37.788615,-122.435412
37.788664,-122.435421
37.788711,-122.435435
37.788759,-122.43545
37.788808,-122.43547
37.788861,-122.435488
37.788915,-122.435504
37.789018,-122.43552
37.789064,-122.435523
37.78911,-122.435525
37.789157,-122.43553
37.78918,-122.435533
37.789202,-122.435536
37.789242,-122.435543
37.789279,-122.435549
37.789316,-122.43556
37.789389,-122.435585
37.789422,-122.4356
37.789454,-122.435614
37.789488,-122.435633
37.789488,-122.435633
37.789521,-122.435646
37.789556,-122.435652
37.789592,-122.435657
37.789632,-122.435667
37.789717,-122.435685
37.789762,-122.43569
37.789809,-122.435692
37.789856,-122.435694
37.789899,-122.435701
37.78994,-122.435704
37.789982,-122.435708
37.790025,-122.435711
37.790071,-122.435716
37.790115,-122.435722
37.790157,-122.435728
37.790199,-122.435734
37.790239,-122.435738
37.790278,-122.435744
37.790316,-122.435753
37.790354,-122.435758
37.790392,-122.435761
37.790392,-122.435761
37.790425,-122.43577
37.790451,-122.435789
37.790473,-122.435822
37.790492,-122.435867
37.790506,-122.435924
37.790516,-122.435983
37.790512,-122.4361
37.790503,-122.436156
37.790499,-122.436183
37.790494,-122.436211
37.790478,-122.436313
37.790469,-122.436365
37.790463,-122.436414
37.790458,-122.436441
37.790452,-122.436468
37.790454,-122.436521
37.79045,-122.436575
37.790442,-122.43663
37.79043,-122.436732
37.790423,-122.436783
37.790415,-122.436834
37.790413,-122.436856
37.790411,-122.436879
37.790409,-122.436921
37.790399,-122.437025
37.790389,-122.437082
37.790389,-122.437082
37.790371,-122.437178
37.790364,-122.437221
37.790364,-122.437221
37.790355,-122.437263
37.790342,-122.437311
37.790331,-122.43736
37.790323,-122.437406
37.790312,-122.437506
37.790306,-122.437558
37.7903,-122.43761
37.790296,-122.437634
37.790292,-122.437658
37.790273,-122.437759
37.790264,-122.43781
37.790255,-122.437862
37.790247,-122.437916
37.79024,-122.437966
37.790233,-122.438018
37.790227,-122.438066
37.79022,-122.438111
37.790213,-122.438156
37.790205,-122.438203
37.790197,-122.438256
37.790189,-122.438303
37.790181,-122.438354
37.790177,-122.438404
37.790176,-122.438456
37.790173,-122.438509
37.790163,-122.438567
37.790154,-122.438619
37.790148,-122.438677
37.790144,-122.438734
37.790142,-122.438789
37.79014,-122.438854
37.790128,-122.438924
37.790115,-122.438993
37.790098,-122.439065
37.79009,-122.439141
37.79009,-122.439219
37.790088,-122.439259
37.790085,-122.439298
37.790069,-122.439453
37.790065,-122.439489
37.790061,-122.439525
37.790043,-122.439668
37.79004,-122.439704
37.790038,-122.439739
37.79003,-122.439806
37.790029,-122.439867
37.790031,-122.439921
37.790034,-122.439974
37.790032,-122.440016
37.790033,-122.440056
37.790035,-122.440095
37.790035,-122.440149
37.790028,-122.440213
37.790016,-122.440277
37.789985,-122.440423
37.789977,-122.440495
37.789967,-122.44056
37.789959,-122.440627
37.789952,-122.440693
37.789943,-122.440763
37.789932,-122.440831
37.789916,-122.440908
37.789899,-122.440985
37.789882,-122.441063
37.789868,-122.441134
37.789854,-122.441208
37.789834,-122.441287
37.789815,-122.44137
37.789797,-122.441447
37.789783,-122.44152
37.789771,-122.441594
37.789763,-122.441665
37.789763,-122.441734
37.789762,-122.441805
37.789764,-122.441876
37.789759,-122.441942
37.789755,-122.442006
37.789748,-122.44207
37.789745,-122.442129
37.789749,-122.442187
37.789743,-122.442243
37.789736,-122.442302
37.789735,-122.442349
37.789736,-122.442407
37.789726,-122.442473
37.789721,-122.442534
37.789713,-122.442599
37.789703,-122.442666
37.789689,-122.442729
37.78968,-122.442787
37.789677,-122.442845
37.789669,-122.442908
37.789655,-122.442973
37.789643,-122.443027
37.789618,-122.443091
37.789608,-122.443153
37.789606,-122.443215
37.789598,-122.443274
37.789586,-122.443335
37.789572,-122.443397
37.789561,-122.443458
37.789551,-122.443513
37.789544,-122.443561
37.789536,-122.443607
37.789534,-122.443651
37.789528,-122.443702
37.789516,-122.443763
37.789508,-122.443822
37.789503,-122.443879
37.789502,-122.443929
37.789502,-122.443979
37.789502,-122.444026
37.7895,-122.444071
37.789498,-122.444097
37.789495,-122.444122
37.789484,-122.44422
37.789474,-122.444269
37.789465,-122.444318
37.789454,-122.444363
37.789443,-122.444407
37.789431,-122.44445
37.789419,-122.444493
37.789408,-122.444533
37.789408,-122.444533
37.7894,-122.444577
37.789397,-122.44462
37.78939,-122.444658
37.789385,-122.444753
37.789379,-122.444799
37.789369,-122.444844
37.789367,-122.444888
37.789367,-122.444888
37.789362,-122.444923
37.789366,-122.444989
37.789366,-122.445028
37.78936,-122.44507
37.789361,-122.44512
37.789358,-122.445164
37.789358,-122.44521
37.789351,-122.445256
37.789343,-122.445301
37.789334,-122.445347
37.789328,-122.445392
37.789321,-122.445438
37.789318,-122.445464
37.789315,-122.445489
37.789314,-122.445585
37.789308,-122.445635
37.789308,-122.445635
37.7893,-122.445678
37.789294,-122.445756
